2016-05-03T10:31:20.456+0100 I CONTROL  [initandlisten] MongoDB starting : pid=31170 port=47019 dbpath=/data/shard1/rs2 64-bit host=Sulianas-MacBook-Pro.local
2016-05-04T20:18:16.838+0100 I NETWORK  [conn184] end connection 127.0.0.1:64226 (15 connections now open)
2016-05-04T20:18:16.838+0100 I COMMAND  [conn169] command local.replset.election command: replSetRequestVotes { replSetRequestVotes: 1, setName: "s1", dryRun: true, term: 26, candidateIndex: 1, configVersion: 1, lastCommittedOp: { ts: Timestamp 1462389452000|1, t: 26 } } keyUpdates:0 writeConflicts:0 numYields:0 reslen:195 locks:{ Global: { acquireCount: { r: 1, w: 1 } }, Database: { acquireCount: { W: 1 } } } protocol:op_command 385ms
2016-05-04T20:18:16.839+0100 I REPL     [ReplicationExecutor] Member localhost:47018 is now in state PRIMARY
2016-05-04T20:18:16.908+0100 W NETWORK  [ReplicaSetMonitorWatcher] No primary detected for set s2
2016-05-04T20:18:16.915+0100 I NETWORK  [conn169] end connection 127.0.0.1:64085 (14 connections now open)
2016-05-04T20:18:16.915+0100 I REPL     [ReplicationExecutor] Member localhost:47017 is now in state SECONDARY
2016-05-04T20:18:22.846+0100 I REPL     [ReplicationExecutor] syncing from: localhost:47018
2016-05-04T20:18:22.847+0100 I REPL     [SyncSourceFeedback] setting syncSourceFeedback to localhost:47018
2016-05-04T20:18:22.849+0100 I ASIO     [NetworkInterfaceASIO-BGSync-0] Successfully connected to localhost:47018
2016-05-04T20:18:26.588+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:64515 #195 (15 connections now open)
2016-05-04T20:18:26.918+0100 I NETWORK  [ReplicaSetMonitorWatcher] Socket closed remotely, no longer connected (idle 10 secs, remote host 127.0.0.1:47017)
2016-05-04T20:24:40.199+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-04T20:39:44.627+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-04T20:54:50.052+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-04T21:09:54.705+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-04T21:25:00.084+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-04T21:40:04.694+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-04T21:54:29.005+0100 I REPL     [ReplicationExecutor] Starting an election, since we've seen no PRIMARY in the past 10000ms
2016-05-04T21:54:29.005+0100 I REPL     [ReplicationExecutor] conducting a dry run election to see if we could be elected
2016-05-04T21:54:29.008+0100 I NETWORK  [conn188] end connection 127.0.0.1:64345 (14 connections now open)
2016-05-04T21:54:29.009+0100 I NETWORK  [conn187] end connection 127.0.0.1:64344 (13 connections now open)
2016-05-04T21:54:29.010+0100 I NETWORK  [conn189] end connection 127.0.0.1:64348 (12 connections now open)
2016-05-04T21:54:29.011+0100 I REPL     [ReplicationExecutor] could not find member to sync from
2016-05-04T21:54:29.011+0100 I REPL     [ReplicationExecutor] dry election run succeeded, running for election
2016-05-04T21:54:29.013+0100 I REPL     [ReplicationExecutor] VoteRequester: Got no vote from localhost:47017 because: already voted for another candidate this term, resp:{ term: 28, voteGranted: false, reason: "already voted for another candidate this term", ok: 1.0 }
2016-05-04T21:54:29.015+0100 I ASIO     [NetworkInterfaceASIO-Replication-0] Successfully connected to localhost:47017
2016-05-04T21:54:29.016+0100 I ASIO     [NetworkInterfaceASIO-Replication-0] Successfully connected to localhost:47018
2016-05-04T21:54:29.016+0100 I REPL     [ReplicationExecutor] Member localhost:47018 is now in state SECONDARY
2016-05-04T21:54:29.016+0100 I REPL     [ReplicationExecutor] VoteRequester: Got no vote from localhost:47018 because: already voted for another candidate this term, resp:{ term: 28, voteGranted: false, reason: "already voted for another candidate this term", ok: 1.0 }
2016-05-04T21:54:29.016+0100 I REPL     [ReplicationExecutor] not becoming primary, we received insufficient votes
2016-05-04T21:54:29.017+0100 I ASIO     [NetworkInterfaceASIO-Replication-0] Successfully connected to localhost:47018
2016-05-04T21:54:34.014+0100 I REPL     [ReplicationExecutor] Member localhost:47017 is now in state PRIMARY
2016-05-04T21:54:34.034+0100 I REPL     [ReplicationExecutor] syncing from: localhost:47017
2016-05-04T21:54:34.035+0100 I REPL     [SyncSourceFeedback] setting syncSourceFeedback to localhost:47017
2016-05-04T21:54:34.037+0100 I ASIO     [NetworkInterfaceASIO-BGSync-0] Successfully connected to localhost:47017
2016-05-04T21:54:35.358+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:49589 #196 (13 connections now open)
2016-05-04T21:54:35.358+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:49590 #197 (14 connections now open)
2016-05-04T21:54:35.569+0100 I NETWORK  [ReplicaSetMonitorWatcher] Socket closed remotely, no longer connected (idle 215 secs, remote host 127.0.0.1:47018)
2016-05-04T21:54:35.573+0100 I NETWORK  [ReplicaSetMonitorWatcher] Socket closed remotely, no longer connected (idle 215 secs, remote host 127.0.0.1:37017)
2016-05-04T21:54:35.574+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:49616 #198 (15 connections now open)
2016-05-04T21:54:35.575+0100 I NETWORK  [ReplicaSetMonitorWatcher] Socket closed remotely, no longer connected (idle 215 secs, remote host 127.0.0.1:57018)
2016-05-04T21:58:33.872+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-04T22:13:38.937+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-04T22:28:43.940+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-04T22:43:49.006+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-04T22:58:54.055+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-04T23:13:59.012+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-04T23:29:04.171+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-04T23:44:09.040+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-05T00:45:37.005+0100 I REPL     [ReplicationExecutor] Starting an election, since we've seen no PRIMARY in the past 10000ms
2016-05-05T00:45:37.005+0100 I REPL     [ReplicationExecutor] conducting a dry run election to see if we could be elected
2016-05-05T00:45:37.012+0100 I NETWORK  [conn195] end connection 127.0.0.1:64515 (14 connections now open)
2016-05-05T00:45:37.019+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:51369 #199 (15 connections now open)
2016-05-05T00:45:37.019+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:51374 #200 (16 connections now open)
2016-05-05T00:45:37.317+0100 I NETWORK  [conn177] end connection 127.0.0.1:64127 (15 connections now open)
2016-05-05T00:45:37.318+0100 I COMMAND  [ftdc] serverStatus was very slow: { after basic: 0, after asserts: 0, after connections: 0, after extra_info: 0, after globalLock: 0, after locks: 0, after network: 0, after opcounters: 0, after opcountersRepl: 0, after repl: 1032, after sharding: 1032, after storageEngine: 1032, after wiredTiger: 1032, at end: 1032 }
2016-05-05T00:45:37.318+0100 I REPL     [ReplicationExecutor] could not find member to sync from
2016-05-05T00:45:37.321+0100 I REPL     [ReplicationExecutor] VoteRequester: Got failed response from localhost:47017: HostUnreachable End of file
2016-05-05T00:45:37.321+0100 I COMMAND  [conn199] command admin.$cmd command: isMaster { isMaster: 1 } keyUpdates:0 writeConflicts:0 numYields:0 reslen:416 locks:{} protocol:op_query 302ms
2016-05-05T00:45:37.321+0100 I REPL     [ReplicationExecutor] VoteRequester: Got no vote from localhost:47018 because: candidate's term is lower than mine, resp:{ term: 29, voteGranted: false, reason: "candidate's term is lower than mine", ok: 1.0 }
2016-05-05T00:45:37.321+0100 I REPL     [ReplicationExecutor] not running for primary, we have been superceded already
2016-05-05T00:45:37.321+0100 I COMMAND  [conn192] command admin.$cmd command: replSetHeartbeat { replSetHeartbeat: "s1", configVersion: 1, from: "localhost:47018", fromId: 1, term: 28 } keyUpdates:0 writeConflicts:0 numYields:0 reslen:456 locks:{} protocol:op_command 316ms
2016-05-05T00:45:37.321+0100 I NETWORK  [conn192] end connection 127.0.0.1:64438 (14 connections now open)
2016-05-05T00:45:37.321+0100 I COMMAND  [conn172] command admin.$cmd command: replSetHeartbeat { replSetHeartbeat: "s1", configVersion: 1, from: "localhost:47017", fromId: 0, term: 28 } keyUpdates:0 writeConflicts:0 numYields:0 reslen:476 locks:{} protocol:op_command 312ms
2016-05-05T00:45:37.322+0100 I COMMAND  [conn194] command admin.$cmd command: replSetHeartbeat { replSetHeartbeat: "s1", configVersion: 1, from: "localhost:47018", fromId: 1, term: 28 } keyUpdates:0 writeConflicts:0 numYields:0 reslen:425 locks:{} protocol:op_command 308ms
2016-05-05T00:45:37.322+0100 I NETWORK  [conn194] end connection 127.0.0.1:64442 (13 connections now open)
2016-05-05T00:45:37.322+0100 I REPL     [ReplicationExecutor] Member localhost:47018 is now in state PRIMARY
2016-05-05T00:45:37.322+0100 I COMMAND  [conn193] command local.replset.election command: replSetRequestVotes { replSetRequestVotes: 1, setName: "s1", dryRun: true, term: 28, candidateIndex: 1, configVersion: 1, lastCommittedOp: { ts: Timestamp 1462395270000|1, t: 28 } } keyUpdates:0 writeConflicts:0 numYields:0 reslen:195 locks:{ Global: { acquireCount: { r: 1, w: 1 } }, Database: { acquireCount: { W: 1 }, acquireWaitCount: { W: 1 }, timeAcquiringMicros: { W: 394 } } } protocol:op_command 313ms
2016-05-05T00:45:37.322+0100 I NETWORK  [conn193] end connection 127.0.0.1:64440 (12 connections now open)
2016-05-05T00:45:37.324+0100 I ASIO     [NetworkInterfaceASIO-Replication-0] Successfully connected to localhost:47017
2016-05-05T00:45:37.324+0100 I REPL     [ReplicationExecutor] Member localhost:47017 is now in state SECONDARY
2016-05-05T00:45:37.345+0100 I NETWORK  [conn191] end connection 127.0.0.1:64419 (11 connections now open)
2016-05-05T00:45:38.329+0100 I REPL     [ReplicationExecutor] syncing from: localhost:47018
2016-05-05T00:45:38.329+0100 I REPL     [SyncSourceFeedback] setting syncSourceFeedback to localhost:47018
2016-05-05T00:45:38.331+0100 I ASIO     [NetworkInterfaceASIO-BGSync-0] Successfully connected to localhost:47018
2016-05-05T00:45:42.928+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:51416 #201 (12 connections now open)
2016-05-05T00:45:43.827+0100 I NETWORK  [ReplicaSetMonitorWatcher] Socket closed remotely, no longer connected (idle 3604 secs, remote host 127.0.0.1:47017)
2016-05-05T00:45:43.830+0100 I NETWORK  [ReplicaSetMonitorWatcher] Socket closed remotely, no longer connected (idle 3604 secs, remote host 127.0.0.1:37018)
2016-05-05T00:45:43.830+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:51447 #202 (13 connections now open)
2016-05-05T00:45:43.831+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:51449 #203 (14 connections now open)
2016-05-05T00:45:43.832+0100 I NETWORK  [ReplicaSetMonitorWatcher] Socket closed remotely, no longer connected (idle 3604 secs, remote host 127.0.0.1:57019)
2016-05-05T01:35:24.004+0100 I REPL     [ReplicationExecutor] Starting an election, since we've seen no PRIMARY in the past 10000ms
2016-05-05T01:35:24.004+0100 I REPL     [ReplicationExecutor] conducting a dry run election to see if we could be elected
2016-05-05T01:35:24.009+0100 I NETWORK  [conn198] end connection 127.0.0.1:49616 (13 connections now open)
2016-05-05T01:35:24.010+0100 I NETWORK  [conn183] end connection 127.0.0.1:64195 (12 connections now open)
2016-05-05T01:35:24.011+0100 I REPL     [ReplicationExecutor] VoteRequester: Got no vote from localhost:47017 because: candidate's term is lower than mine, resp:{ term: 30, voteGranted: false, reason: "candidate's term is lower than mine", ok: 1.0 }
2016-05-05T01:35:24.011+0100 I REPL     [ReplicationExecutor] not running for primary, we have been superceded already
2016-05-05T01:35:24.012+0100 I NETWORK  [conn196] end connection 127.0.0.1:49589 (11 connections now open)
2016-05-05T01:35:24.012+0100 I REPL     [ReplicationExecutor] could not find member to sync from
2016-05-05T01:35:24.012+0100 I REPL     [ReplicationExecutor] Member localhost:47017 is now in state PRIMARY
2016-05-05T01:35:24.014+0100 I ASIO     [NetworkInterfaceASIO-Replication-0] Successfully connected to localhost:47017
2016-05-05T01:35:25.014+0100 I REPL     [ReplicationExecutor] syncing from: localhost:47017
2016-05-05T01:35:25.014+0100 I REPL     [SyncSourceFeedback] setting syncSourceFeedback to localhost:47017
2016-05-05T01:35:25.016+0100 I ASIO     [NetworkInterfaceASIO-BGSync-0] Successfully connected to localhost:47017
2016-05-05T01:35:25.157+0100 I ASIO     [NetworkInterfaceASIO-Replication-0] Successfully connected to localhost:47018
2016-05-05T01:35:25.158+0100 I REPL     [ReplicationExecutor] Member localhost:47018 is now in state SECONDARY
2016-05-05T01:35:25.370+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:51529 #204 (12 connections now open)
2016-05-05T01:35:26.253+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:51543 #205 (13 connections now open)
2016-05-05T01:35:26.493+0100 I NETWORK  [ReplicaSetMonitorWatcher] Socket closed remotely, no longer connected (idle 2873 secs, remote host 127.0.0.1:47018)
2016-05-05T01:35:26.495+0100 I NETWORK  [ReplicaSetMonitorWatcher] Socket closed remotely, no longer connected (idle 2873 secs, remote host 127.0.0.1:37019)
2016-05-05T01:35:26.497+0100 I NETWORK  [ReplicaSetMonitorWatcher] Socket closed remotely, no longer connected (idle 2873 secs, remote host 127.0.0.1:57018)
2016-05-05T01:35:26.498+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:51564 #206 (14 connections now open)
2016-05-05T01:46:49.536+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-05T02:01:54.790+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-05T02:16:59.141+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-05T02:32:04.709+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-05T03:11:23.004+0100 I REPL     [ReplicationExecutor] Starting an election, since we've seen no PRIMARY in the past 10000ms
2016-05-05T03:11:23.004+0100 I REPL     [ReplicationExecutor] conducting a dry run election to see if we could be elected
2016-05-05T03:11:23.008+0100 I REPL     [SyncSourceFeedback] SyncSourceFeedback error sending update: network error while attempting to run command 'replSetUpdatePosition' on host 'localhost:47017' 
2016-05-05T03:11:23.012+0100 I NETWORK  [conn199] end connection 127.0.0.1:51369 (13 connections now open)
2016-05-05T03:11:23.012+0100 I REPL     [SyncSourceFeedback] updateUpstream failed: HostUnreachable network error while attempting to run command 'replSetUpdatePosition' on host 'localhost:47017' , will retry
2016-05-05T03:11:23.012+0100 I NETWORK  [conn201] end connection 127.0.0.1:51416 (12 connections now open)
2016-05-05T03:11:23.012+0100 I NETWORK  [conn203] end connection 127.0.0.1:51449 (11 connections now open)
2016-05-05T03:11:23.012+0100 I NETWORK  [conn202] end connection 127.0.0.1:51447 (10 connections now open)
2016-05-05T03:11:23.013+0100 I REPL     [ReplicationExecutor] could not find member to sync from
2016-05-05T03:11:23.013+0100 I REPL     [ReplicationExecutor] VoteRequester: Got no vote from localhost:47018 because: candidate's term is lower than mine, resp:{ term: 31, voteGranted: false, reason: "candidate's term is lower than mine", ok: 1.0 }
2016-05-05T03:11:23.013+0100 I REPL     [ReplicationExecutor] not running for primary, we have been superceded already
2016-05-05T03:11:23.016+0100 I ASIO     [NetworkInterfaceASIO-Replication-0] Successfully connected to localhost:47018
2016-05-05T03:11:23.018+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:52638 #207 (11 connections now open)
2016-05-05T03:11:23.018+0100 I ASIO     [NetworkInterfaceASIO-Replication-0] Successfully connected to localhost:47017
2016-05-05T03:11:23.018+0100 I REPL     [ReplicationExecutor] Member localhost:47017 is now in state SECONDARY
2016-05-05T03:11:26.674+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:52653 #208 (12 connections now open)
2016-05-05T03:11:27.550+0100 I NETWORK  [ReplicaSetMonitorWatcher] Socket closed remotely, no longer connected (idle 1809 secs, remote host 127.0.0.1:47017)
2016-05-05T03:11:27.552+0100 I NETWORK  [ReplicaSetMonitorWatcher] Socket closed remotely, no longer connected (idle 1809 secs, remote host 127.0.0.1:37018)
2016-05-05T03:11:27.553+0100 I NETWORK  [ReplicaSetMonitorWatcher] Socket closed remotely, no longer connected (idle 1809 secs, remote host 127.0.0.1:57019)
2016-05-05T03:11:27.597+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:52681 #209 (13 connections now open)
2016-05-05T03:11:27.617+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:52693 #210 (14 connections now open)
2016-05-05T03:11:28.014+0100 I REPL     [ReplicationExecutor] Member localhost:47018 is now in state PRIMARY
2016-05-05T03:11:28.043+0100 I REPL     [ReplicationExecutor] syncing from: localhost:47018
2016-05-05T03:11:28.046+0100 I REPL     [SyncSourceFeedback] setting syncSourceFeedback to localhost:47018
2016-05-05T03:11:28.049+0100 I ASIO     [NetworkInterfaceASIO-BGSync-0] Successfully connected to localhost:47018
2016-05-05T03:56:53.012+0100 I NETWORK  [conn206] end connection 127.0.0.1:51564 (13 connections now open)
2016-05-05T03:56:54.145+0100 I REPL     [ReplicationExecutor] Starting an election, since we've seen no PRIMARY in the past 10000ms
2016-05-05T03:56:54.145+0100 I REPL     [ReplicationExecutor] conducting a dry run election to see if we could be elected
2016-05-05T03:56:54.146+0100 I COMMAND  [conn168] command admin.$cmd command: replSetHeartbeat { replSetHeartbeat: "s1", configVersion: 1, from: "localhost:47017", fromId: 0, term: 31 } keyUpdates:0 writeConflicts:0 numYields:0 reslen:476 locks:{} protocol:op_command 1138ms
2016-05-05T03:56:54.146+0100 I COMMAND  [conn207] command admin.$cmd command: replSetHeartbeat { replSetHeartbeat: "s1", configVersion: 1, from: "localhost:47018", fromId: 1, term: 31 } keyUpdates:0 writeConflicts:0 numYields:0 reslen:456 locks:{} protocol:op_command 1136ms
2016-05-05T03:56:54.146+0100 I COMMAND  [conn172] command local.replset.election command: replSetRequestVotes { replSetRequestVotes: 1, setName: "s1", dryRun: true, term: 31, candidateIndex: 0, configVersion: 1, lastCommittedOp: { ts: Timestamp 1462414284000|1, t: 31 } } keyUpdates:0 writeConflicts:0 numYields:0 reslen:195 locks:{ Global: { acquireCount: { r: 1, w: 1 } }, Database: { acquireCount: { W: 1 } } } protocol:op_command 1138ms
2016-05-05T03:56:54.147+0100 I REPL     [ReplicationExecutor] dry election run succeeded, running for election
2016-05-05T03:56:54.149+0100 I NETWORK  [conn197] end connection 127.0.0.1:49590 (12 connections now open)
2016-05-05T03:56:54.192+0100 I NETWORK  [conn205] end connection 127.0.0.1:51543 (11 connections now open)
2016-05-05T03:56:54.192+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:52774 #211 (12 connections now open)
2016-05-05T03:56:54.193+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:52778 #212 (13 connections now open)
2016-05-05T03:56:54.193+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:52781 #213 (14 connections now open)
2016-05-05T03:56:54.196+0100 I NETWORK  [ReplicaSetMonitorWatcher] Detected bad connection created at 1462408526493806 microSec, clearing pool for localhost:47018 of 0 connections
2016-05-05T03:56:54.196+0100 I ASIO     [NetworkInterfaceASIO-Replication-0] Successfully connected to localhost:47017
2016-05-05T03:56:54.196+0100 I REPL     [ReplicationExecutor] VoteRequester: Got no vote from localhost:47017 because: already voted for another candidate this term, resp:{ term: 32, voteGranted: false, reason: "already voted for another candidate this term", ok: 1.0 }
2016-05-05T03:56:54.196+0100 I REPL     [ReplicationExecutor] VoteRequester: Got failed response from localhost:47018: HostUnreachable End of file
2016-05-05T03:56:54.196+0100 I REPL     [ReplicationExecutor] not becoming primary, we received insufficient votes
2016-05-05T03:56:54.197+0100 I ASIO     [rsBackgroundSync-0] dropping unhealthy pooled connection to localhost:47018
2016-05-05T03:56:54.197+0100 I ASIO     [rsBackgroundSync-0] after drop, pool was empty, going to spawn some connections
2016-05-05T03:56:54.197+0100 I REPL     [SyncSourceFeedback] SyncSourceFeedback error sending update: network error while attempting to run command 'replSetUpdatePosition' on host 'localhost:47018' 
2016-05-05T03:56:54.197+0100 W NETWORK  [ReplicaSetMonitorWatcher] No primary detected for set s1
2016-05-05T03:56:54.197+0100 I NETWORK  [ReplicaSetMonitorWatcher] Socket closed remotely, no longer connected (idle 2706 secs, remote host 127.0.0.1:37017)
2016-05-05T03:56:54.200+0100 I REPL     [SyncSourceFeedback] updateUpstream failed: HostUnreachable network error while attempting to run command 'replSetUpdatePosition' on host 'localhost:47018' , will retry
2016-05-05T03:56:54.202+0100 W NETWORK  [ReplicaSetMonitorWatcher] No primary detected for set s0
2016-05-05T03:56:54.202+0100 I NETWORK  [ReplicaSetMonitorWatcher] Socket closed remotely, no longer connected (idle 2706 secs, remote host 127.0.0.1:57018)
2016-05-05T03:56:54.307+0100 I ASIO     [NetworkInterfaceASIO-BGSync-0] Successfully connected to localhost:47018
2016-05-05T03:56:54.307+0100 I REPL     [ReplicationExecutor] Member localhost:47018 is now in state SECONDARY
2016-05-05T03:56:54.307+0100 I REPL     [ReplicationExecutor] could not find member to sync from
2016-05-05T03:56:54.356+0100 I ASIO     [NetworkInterfaceASIO-Replication-0] Successfully connected to localhost:47018
2016-05-05T03:56:59.310+0100 I REPL     [ReplicationExecutor] Member localhost:47017 is now in state PRIMARY
2016-05-05T03:56:59.334+0100 I REPL     [ReplicationExecutor] syncing from: localhost:47017
2016-05-05T03:56:59.335+0100 I REPL     [SyncSourceFeedback] setting syncSourceFeedback to localhost:47017
2016-05-05T03:56:59.337+0100 I ASIO     [NetworkInterfaceASIO-BGSync-0] Successfully connected to localhost:47017
2016-05-05T05:41:24.005+0100 I REPL     [ReplicationExecutor] Starting an election, since we've seen no PRIMARY in the past 10000ms
2016-05-05T05:41:24.005+0100 I REPL     [ReplicationExecutor] conducting a dry run election to see if we could be elected
2016-05-05T05:41:24.008+0100 I NETWORK  [conn208] end connection 127.0.0.1:52653 (13 connections now open)
2016-05-05T05:41:24.010+0100 I NETWORK  [conn204] end connection 127.0.0.1:51529 (12 connections now open)
2016-05-05T05:41:24.012+0100 I NETWORK  [conn209] end connection 127.0.0.1:52681 (11 connections now open)
2016-05-05T05:41:24.012+0100 I REPL     [ReplicationExecutor] could not find member to sync from
2016-05-05T05:41:24.012+0100 I REPL     [ReplicationExecutor] dry election run succeeded, running for election
2016-05-05T05:41:24.012+0100 I NETWORK  [conn200] end connection 127.0.0.1:51374 (10 connections now open)
2016-05-05T05:41:24.014+0100 I REPL     [ReplicationExecutor] VoteRequester: Got no vote from localhost:47018 because: already voted for another candidate this term, resp:{ term: 33, voteGranted: false, reason: "already voted for another candidate this term", ok: 1.0 }
2016-05-05T05:41:24.015+0100 I ASIO     [NetworkInterfaceASIO-Replication-0] Successfully connected to localhost:47018
2016-05-05T05:41:24.016+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:52893 #214 (11 connections now open)
2016-05-05T05:41:24.016+0100 I ASIO     [NetworkInterfaceASIO-Replication-0] Successfully connected to localhost:47017
2016-05-05T05:41:24.017+0100 I REPL     [ReplicationExecutor] Member localhost:47017 is now in state SECONDARY
2016-05-05T05:41:24.017+0100 I REPL     [ReplicationExecutor] VoteRequester: Got no vote from localhost:47017 because: already voted for another candidate this term, resp:{ term: 33, voteGranted: false, reason: "already voted for another candidate this term", ok: 1.0 }
2016-05-05T05:41:24.017+0100 I REPL     [ReplicationExecutor] not becoming primary, we received insufficient votes
2016-05-05T05:41:24.017+0100 I ASIO     [NetworkInterfaceASIO-Replication-0] Successfully connected to localhost:47017
2016-05-05T05:41:26.301+0100 I NETWORK  [PeriodicTaskRunner] Socket closed remotely, no longer connected (idle 6242 secs, remote host 127.0.0.1:37019)
2016-05-05T05:41:26.301+0100 I NETWORK  [PeriodicTaskRunner] Socket closed remotely, no longer connected (idle 6242 secs, remote host 127.0.0.1:47017)
2016-05-05T05:41:26.301+0100 I NETWORK  [PeriodicTaskRunner] Socket closed remotely, no longer connected (idle 6242 secs, remote host 127.0.0.1:57019)
2016-05-05T05:41:28.067+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:52913 #215 (12 connections now open)
2016-05-05T05:41:28.260+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:52922 #216 (13 connections now open)
2016-05-05T05:41:29.013+0100 I REPL     [ReplicationExecutor] Member localhost:47018 is now in state PRIMARY
2016-05-05T05:41:29.467+0100 I REPL     [ReplicationExecutor] syncing from: localhost:47018
2016-05-05T05:41:29.468+0100 I REPL     [SyncSourceFeedback] setting syncSourceFeedback to localhost:47018
2016-05-05T07:14:33.420+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:52956 #217 (14 connections now open)
2016-05-05T07:14:33.420+0100 I NETWORK  [conn190] end connection 127.0.0.1:64418 (12 connections now open)
2016-05-05T07:14:33.427+0100 I NETWORK  [conn210] end connection 127.0.0.1:52693 (12 connections now open)
2016-05-05T07:14:33.467+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:52957 #218 (13 connections now open)
2016-05-05T07:14:33.468+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:52958 #219 (14 connections now open)
2016-05-05T07:14:33.559+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:52974 #220 (15 connections now open)
2016-05-05T07:14:33.566+0100 I REPL     [ReplicationExecutor] Starting an election, since we've seen no PRIMARY in the past 10000ms
